股票代码,股票名称
831855,浙江大农
301348,蓝箭电子
688305,科德数控
001309,德明利
002131,利欧股份
600549,厦门钨业
301171,易点天下
002057,中钢天源
873690,捷众科技
870199,倍益康
300207,欣旺达
603106,恒银科技
002855,捷荣技术
000096,广聚能源
002008,大族激光
603881,数据港
600288,大恒科技
688037,芯源微
870976,视声智能
603266,天龙股份
600850,电科数字
002258,利尔化学
002340,格林美
300560,中富通
600505,西昌电力
605378,野马电池
603027,千禾味业
003011,海象新材
603212,赛伍技术
688058,宝兰德
300100,双林股份
603097,江苏华辰
688750,金天钛业
300419,ST浩丰
300678,中科信息
300725,药石科技
300389,艾比森
688693,锴威特
300787,海能实业
688365,光云科技
000948,南天信息
688779,五矿新能
605199,ST葫芦娃
002064,华峰化学
002756,永兴材料
688711,宏微科技
000758,中色股份
605333,沪光股份
300748,金力永磁
002149,西部材料
603118,共进股份
000795,英洛华
603612,索通发展
603738,泰晶科技
300735,光弘科技
688283,坤恒顺维
003013,地铁设计
300686,智动力
300285,国瓷材料
300936,中英科技
600172,黄河旋风
600626,申达股份
603066,音飞储存
300456,赛微电子
301127,武汉天源
300991,创益通
601168,西部矿业
300143,盈康生命
300081,恒信东方
000727,冠捷科技
002302,西部建设
600415,小商品城
000612,焦作万方
600521,华海药业
603233,大参林
600478,科力远
300327,中颖电子
688591,泰凌微
000913,钱江摩托
603516,淳中科技
300603,立昂技术
603219,富佳股份
688710,益诺思
603211,晋拓股份
301292,海科新源
688153,唯捷创芯
832023,田野股份
688273,麦澜德
301178,天亿马
603506,南都物业
603026,石大胜华
603048,浙江黎明
000063,中兴通讯
300504,天邑股份
301030,仕净科技
603580,*ST艾艾
001380,华纬科技
301548,崇德科技
002079,苏州固锝
300088,长信科技
002576,通达动力
603669,灵康药业
603421,鼎信通讯
002510,天汽模
300311,任子行
001314,亿道信息
002564,天沃科技
002139,拓邦股份
300403,汉宇集团
688435,英方软件
601696,中银证券
000783,长江证券
600696,*ST岩石
002593,日上集团
600667,太极实业
300667,必创科技
002536,飞龙股份
301378,通达海
300056,中创环保
688326,经纬恒润-W
688285,高铁电气
300252,金信诺
834058,华洋赛车
300107,建新股份
000009,中国宝安
301161,唯万密封
300166,东方国信
601059,信达证券
002125,湘潭电化
002240,盛新锂能
688148,芳源股份
301110,青木科技
002466,天齐锂业
002531,天顺风能
301282,金禄电子
002598,山东章鼓
605298,必得科技
601878,浙商证券
601136,首创证券
000938,紫光股份
300551,古鳌科技
300463,迈克生物
603327,福蓉科技
300319,麦捷科技
002326,永太科技
300632,光莆股份
301551,无线传媒
301032,新柴股份
688387,信科移动-U
688170,德龙激光
601788,光大证券
920111,聚星科技
002263,大东南
603131,上海沪工
688147,微导纳米
301086,鸿富瀚
002463,沪电股份
300157,新锦动力
601279,英利汽车
831396,许昌智能
688535,华海诚科
300212,易华录
603108,润达医疗
300825,阿尔特
600355,*ST精伦
002512,达华智能
600596,新安股份
300473,德尔股份
300489,光智科技
002884,凌霄泵业
601000,唐山港
002150,通润装备
300585,奥联电子
603978,深圳新星
002111,威海广泰
603025,大豪科技
301598,博科测试
688606,奥泰生物
600735,新华锦
300231,银信科技
603486,科沃斯
300341,麦克奥迪
688216,气派科技
688339,亿华通-U
688646,ST逸飞
002594,比亚迪
300829,金丹科技
300290,荣科科技
000338,潍柴动力
002489,浙江永强
603717,天域生物
300432,富临精工
300323,华灿光电
300727,润禾材料
837344,三元基因
000657,中钨高新
301516,中远通
601099,太平洋
300677,英科医疗
301290,东星医疗
688793,倍轻松
002846,英联股份
002129,TCL中环
300590,移为通信
301578,辰奕智能
002501,利源股份
601678,滨化股份
300841,康华生物
301256,华融化学
688018,乐鑫科技
301499,维科精密
002135,东南网架
688569,铁科轨道
600755,厦门国贸
601615,明阳智能
301196,唯科科技
601677,明泰铝业
003036,泰坦股份
300486,东杰智能
300396,迪瑞医疗
600331,宏达股份
002387,维信诺
600480,凌云股份
301602,超研股份
600330,天通股份
300314,戴维医疗
600210,紫江企业
000630,铜陵有色
002980,华盛昌
603226,菲林格尔
688226,威腾电气
002056,横店东磁
300876,蒙泰高新
002168,*ST惠程
002114,罗平锌电
688073,毕得医药
301135,瑞德智能
603871,嘉友国际
301128,强瑞技术
300578,会畅通讯
603976,正川股份
002563,森马服饰
002145,中核钛白
300657,弘信电子
605228,神通科技
002034,旺能环境
301182,凯旺科技
601236,XD红塔证
603045,福达合金
605598,上海港湾
300966,共同药业
603004,鼎龙科技
603271,永杰新材
000599,青岛双星
600731,湖南海利
301157,华塑科技
300951,博硕科技
301173,毓恬冠佳
688182,灿勤科技
688315,诺禾致源
832110,雷特科技
838262,太湖雪
002456,欧菲光
688618,三旺通信
000532,华金资本
002037,保利联合
600053,九鼎投资
300264,佳创视讯
002838,道恩股份
603075,热威股份
001358,兴欣新材
605177,东亚药业
002552,宝鼎科技
300302,同有科技
002673,西部证券
300721,怡达股份
605399,晨光新材
001239,永达股份
600117,西宁特钢
300479,神思电子
600460,士兰微
300681,英搏尔
600498,烽火通信
831856,浩淼科技
836699,海达尔
002886,沃特股份
300458,全志科技
301339,通行宝
003031,中瓷电子
301552,科力装备
605218,伟时电子
920066,科拜尔
688568,中科星图
688398,赛特新材
603466,风语筑
688526,科前生物
688548,广钢气体
835237,力佳科技
002882,金龙羽
000050,深天马Ａ
001335,信凯科技
600909,华安证券
300549,优德精密
601336,新华保险
001255,博菲电气
301153,中科江南
300547,川环科技
000810,创维数字
000725,京东方Ａ
300406,九强生物
603611,诺力股份
600362,江西铜业
301131,聚赛龙
300548,博创科技
300165,ST天瑞
001301,尚太科技
300041,回天新材
600601,方正科技
300183,东软载波
688577,浙海德曼
002780,三夫户外
002997,瑞鹄模具
688258,卓易信息
300565,科信技术
688126,沪硅产业
002939,长城证券
002429,兆驰股份
603989,艾华集团
600545,卓郎智能
600843,上工申贝
301629,矽电股份
688079,美迪凯
688667,菱电电控
002869,金溢科技
300543,朗科智能
603990,麦迪科技
300411,金盾股份
300813,泰林生物
300168,万达信息
001287,中电港
300363,博腾股份
301456,盘古智能
002348,高乐股份
688695,中创股份
002535,林州重机
301150,中一科技
002657,中科金财
002401,中远海科
688425,铁建重工
832522,纳科诺尔
603507,振江股份
688362,甬矽电子
300976,达瑞电子
601866,中远海发
688009,中国通号
000088,盐 田 港
300237,美晨科技
605133,嵘泰股份
831304,迪尔化工
300471,厚普股份
603210,泰鸿万立
300058,蓝色光标
688201,信安世纪
300647,超频三
688716,中研股份
688612,威迈斯
830809,安达科技
300541,先进数通
300163,ST先锋
300366,创意信息
603876,鼎胜新材
003015,日久光电
300865,大宏立
301376,致欧科技
834014,特瑞斯
001288,运机集团
002382,蓝帆医疗
300220,金运激光
300219,鸿利智汇
002521,齐峰新材
603119,浙江荣泰
300588,熙菱信息
688186,广大特材
300037,新宙邦
300073,当升科技
838402,硅烷科技
600579,中化装备
688557,兰剑智能
603716,塞力医疗
600864,哈投股份
600640,国脉文化
600256,广汇能源
300826,测绘股份
301079,邵阳液压
301585,蓝宇股份
601198,东兴证券
001391,国货航
836208,青矩技术
002715,登云股份
300701,森霸传感
600715,文投控股
830779,武汉蓝电
300622,博士眼镜
300223,北京君正
600663,陆家嘴
688395,正弦电气
603375,盛景微
002232,启明信息
603220,中贝通信
301163,宏德股份
601399,国机重装
688655,迅捷兴
600906,财达证券
600558,大西洋
301221,光庭信息
301041,金百泽
301091,深城交
300036,超图软件
920489,佳先股份
002093,国脉科技
300996,普联软件
002416,爱施德
300873,海晨股份
301587,中瑞股份
300078,思创医惠
603138,海量数据
600182,S佳通
688092,爱科科技
301097,天益医疗
603206,嘉环科技
300606,金太阳
301370,国科恒泰
688061,灿瑞科技
002081,金 螳 螂
002835,同为股份
688708,佳驰科技
600369,西南证券
300131,英唐智控
300556,丝路视觉
300768,迪普科技
600956,新天绿能
832225,利通科技
300244,迪安诊断
001223,欧克科技
002759,天际股份
920002,万达轴承
600392,盛和资源
605118,力鼎光电
688113,联测科技
301202,朗威股份
688067,爱威科技
002172,澳洋健康
301228,实朴检测
688329,艾隆科技
688638,誉辰智能
600590,泰豪科技
600603,ST广物
000581,威孚高科
688212,澳华内镜
300822,贝仕达克
003002,壶化股份
603960,克来机电
002902,铭普光磁
301508,中机认检
603255,鼎际得
300919,中伟股份
301503,智迪科技
300019,硅宝科技
300061,旗天科技
600927,永安期货
300295,三六五网
300288,朗玛信息
688516,奥特维
003020,立方制药
600169,太原重工
001298,好上好
688193,仁度生物
002337,赛象科技
601108,财通证券
301033,迈普医学
002085,万丰奥威
002091,江苏国泰
002815,崇达技术
300103,达刚控股
601318,中国平安
600918,中泰证券
603290,斯达半导
002607,中公教育
300480,光力科技
600686,金龙汽车
600057,厦门象屿
300776,帝尔激光
688143,长盈通
300687,赛意信息
300669,沪宁股份
600520,三佳科技
603528,多伦科技
300179,四方达
001368,通达创智
600703,三安光电
300235,方直科技
002297,博云新材
002138,顺络电子
002831,裕同科技
836957,汉维科技
300242,佳云科技
301360,荣旗科技
835508,殷图网联
688432,有研硅
002993,奥海科技
872392,佳合科技
300998,宁波方正
603660,苏州科达
002797,第一创业
000668,*ST荣控
000777,中核科技
003010,若羽臣
000567,海德股份
300811,铂科新材
300122,智飞生物
300477,ST合纵
300645,正元智慧
002484,江海股份
002051,中工国际
300576,容大感光
688117,圣诺生物
002134,天津普林
002483,润邦股份
300384,三联虹普
600487,亨通光电
002449,国星光电
000829,天音控股
002863,今飞凯达
603979,金诚信
300402,宝色股份
002500,山西证券
688448,磁谷科技
001330,博纳影业
002771,真视通
603648,畅联股份
603992,松霖科技
301176,逸豪新材
300326,ST凯利
688620,安凯微
688261,东微半导
603565,中谷物流
838171,邦德股份
688087,英科再生
603171,税友股份
300062,中能电气
300801,泰和科技
688119,中钢洛耐
301089,拓新药业
301332,德尔玛
002769,普路通
603155,新亚强
301380,挖金客
300978,东箭科技
000750,国海证券
688289,圣湘生物
000717,中南股份
002903,宇环数控
300656,民德电子
603933,睿能科技
688605,先锋精科
002526,山东矿机
301335,天元宠物
301505,苏州规划
603936,博敏电子
000518,*ST四环
688700,东威科技
000572,海马汽车
688508,芯朋微
300197,节能铁汉
601211,国泰海通
688602,康鹏科技
300369,绿盟科技
300047,天源迪科
430556,雅达股份
601933,永辉超市
301289,国缆检测
603150,万朗磁塑
603328,依顿电子
002137,实益达
600501,航天晨光
000636,风华高科
300112,万讯自控
870204,沪江材料
605186,健麾信息
002885,京泉华
002063,远光软件
600967,内蒙一机
300618,寒锐钴业
603345,安井食品
000863,三湘印象
002213,大为股份
000972,*ST中基
301046,能辉科技
002175,东方智造
688234,天岳先进
301275,汉朔科技
300155,安居宝
600208,衢州发展
300140,节能环境
001373,翔腾新材
300706,阿石创
002962,五方光电
300860,锋尚文化
001324,长青科技
301045,天禄科技
300859,西域旅游
688358,祥生医疗
600398,海澜之家
002434,万里扬
301018,申菱环境
002611,东方精工
000776,广发证券
301071,力量钻石
002264,新 华 都
301320,豪江智能
600255,鑫科材料
301520,万邦医药
836871,派特尔
300271,华宇软件
002777,久远银海
600176,中国巨石
603709,中源家居
002211,ST宏达
300051,琏升科技
300316,晶盛机电
001238,浙江正特
833509,同惠电子
831768,拾比佰
600055,万东医疗
301306,西测测试
000550,江铃汽车
600618,氯碱化工
688566,吉贝尔
002828,贝肯能源
603238,诺邦股份
601369,陕鼓动力
601199,江南水务
603559,*ST通脉
301002,崧盛股份
002077,大港股份
688610,埃科光电
600776,东方通信
300365,恒华科技
300153,科泰电源
600221,海航控股
300496,中科创达
603803,瑞斯康达
688330,宏力达
001222,源飞宠物
300188,国投智能
300835,龙磁科技
688469,芯联集成-U
002185,华天科技
000021,深科技
603221,爱丽家居
300698,万马科技
603703,盛洋科技
300102,乾照光电
000166,申万宏源
603306,华懋科技
688230,芯导科技
600771,广誉远
600503,华丽家族
300905,宝丽迪
603013,亚普股份
300226,上海钢联
603638,艾迪精密
834407,驰诚股份
300557,理工光科
002178,延华智能
000528,柳    工
300378,鼎捷数智
002404,嘉欣丝绸
002217,*ST合泰
301102,兆讯传媒
300688,创业黑马
601003,柳钢股份
002757,南兴股份
300959,线上线下
601996,丰林集团
002654,万润科技
001229,魅视科技
001319,铭科精技
300566,激智科技
300499,高澜股份
300904,威力传动
300582,英飞特
002096,易普力
603032,德新科技
002144,宏达高科
002152,广电运通
603661,恒林股份
600609,金杯汽车
688699,明微电子
300181,佐力药业
603773,沃格光电
300353,东土科技
600367,红星发展
600458,时代新材
603390,通达电气
688049,炬芯科技
920060,万源通
300415,伊之密
301589,诺瓦星云
300304,云意电气
000710,贝瑞基因
603927,中科软
002156,通富微电
600110,诺德股份
000301,东方盛虹
301536,星宸科技
600885,宏发股份
002808,*ST恒久
600353,旭光电子
300315,掌趣科技
600061,国投资本
688380,中微半导
301126,达嘉维康
834033,康普化学
603596,伯特利
601061,中信金属
600588,用友网络
688531,日联科技
002824,和胜股份
300610,晨化股份
300908,仲景食品
688022,瀚川智能
301312,智立方
002202,金风科技
600797,浙大网新
002671,龙泉股份
600031,三一重工
603383,顶点软件
300410,正业科技
002366,融发核电
002957,科瑞技术
000878,云南铜业
300249,依米康
601990,南京证券
300232,洲明科技
002396,星网锐捷
600745,闻泰科技
301169,零点有数
300795,米奥会展
300134,大富科技
002246,北化股份
300878,维康药业
300370,安控科技
300400,劲拓股份
300831,派瑞股份
000010,美丽生态
300195,长荣股份
872925,锦好医疗
301388,欣灵电气
301099,雅创电子
300217,东方电热
835438,戈碧迦
002136,安 纳 达
603002,宏昌电子
300355,蒙草生态
300987,川网传媒
688570,天玛智控
301191,菲菱科思
601311,骆驼股份
300512,中亚股份
600587,新华医疗
601002,晋亿实业
002184,海得控制
002176,江特电机
300071,福石控股
600100,同方股份
002067,景兴纸业
836149,旭杰科技
688409,富创精密
000757,浩物股份
301556,托普云农
002506,协鑫集成
002148,北纬科技
300305,裕兴股份
300129,泰胜风能
002334,英威腾
301090,华润材料
002529,*ST海源
688512,慧智微-U
600584,长电科技
834599,同力股份
688671,碧兴物联
688286,敏芯股份
600500,中化国际
300383,光环新网
688367,工大高科
300654,世纪天鸿
688085,三友医疗
300887,谱尼测试
600180,瑞茂通
605369,拱东医疗
300755,华致酒行
300620,光库科技
300615,欣天科技
301591,肯特股份
002978,安宁股份
301288,*ST清研
600400,红豆股份
603324,盛剑科技
300975,商络电子
832651,天罡股份
605166,聚合顺
601727,上海电气
688100,威胜信息
603137,恒尚节能
301217,铜冠铜箔
300238,冠昊生物
300120,经纬辉开
688150,莱特光电
002196,方正电机
603270,金帝股份
600583,海油工程
300228,富瑞特装
002508,老板电器
301085,亚康股份
300989,蕾奥规划
430718,合肥高科
600787,中储股份
600809,山西汾酒
601611,中国核建
300514,友讯达
600660,福耀玻璃
688202,美迪西
603956,威派格
600179,安通控股
688300,联瑞新材
688625,呈和科技
603194,中力股份
601177,杭齿前进
301581,黄山谷捷
600933,爱柯迪
600783,鲁信创投
600742,一汽富维
002676,顺威股份
003025,思进智能
300890,翔丰华
688379,华光新材
600320,振华重工
000555,神州信息
002386,天原股份
839725,惠丰钻石
000821,京山轻机
300201,海伦哲
688538,和辉光电-U
600704,物产中大
002682,龙洲股份
835207,众诚科技
688377,迪威尔
603556,海兴电力
300313,*ST天山
600980,北矿科技
688369,致远互联
300072,海新能科
000977,浪潮信息
300604,长川科技
000400,许继电气
600114,东睦股份
603790,雅运股份
000592,平潭发展
301192,泰祥股份
300821,东岳硅材
605111,新洁能
603308,应流股份
002916,深南电路
301298,东利机械
603107,上海汽配
600552,凯盛科技
002021,中捷资源
688269,凯立新材
301398,星源卓镁
301072,中捷精工
002313,日海智能
300124,汇川技术
300254,仟源医药
002540,亚太科技
301361,众智科技
002636,金安国纪
603360,百傲化学
870508,丰安股份
300988,津荣天宇
300148,天舟文化
600390,五矿资本
300591,万里马
300880,迦南智能
301313,凡拓数创
300896,爱美客
300712,永福股份
300672,国科微
600468,百利电气
002796,世嘉科技
002786,银宝山新
301111,粤万年青
002209,达 意 隆
833751,惠同新材
301020,密封科技
001872,招商港口
002255,海陆重工
301391,卡莱特
600560,金自天正
688522,纳睿雷达
301100,风光股份
002879,长缆科技
000951,中国重汽
000410,沈阳机床
836422,润普食品
603203,快克智能
002843,泰嘉股份
603110,东方材料
300772,运达股份
600126,杭钢股份
688155,先惠技术
600968,海油发展
300617,安靠智电
601375,中原证券
300359,全通教育
301179,泽宇智能
300814,中富电路
301216,万凯新材
000852,石化机械
603366,日出东方
603867,新化股份
603348,文灿股份
601969,海南矿业
688450,光格科技
920445,龙竹科技
000045,深纺织Ａ
300720,海川智能
002725,跃岭股份
002193,如意集团
688551,科威尔
833523,德瑞锂电
002724,海洋王
600739,辽宁成大
002742,*ST三圣
603315,福鞍股份
601858,中国科传
002407,多氟多
300084,海默科技
605155,西大门
603768,常青股份
002117,东港股份
688628,优利德
300871,回盛生物
301333,诺思格
301267,华厦眼科
601598,中国外运
000415,渤海租赁
688125,安达智能
688287,*ST观典
600525,ST长园
000726,鲁  泰Ａ
688298,东方生物
002427,尤夫股份
603628,清源股份
000509,华塑控股
688556,高测股份
301009,可靠股份
300270,中威电子
603868,飞科电器
300675,建科院
600577,精达股份
600841,动力新科
601766,中国中车
002870,香山股份
300903,科翔股份
600557,康缘药业
002362,汉王科技
601968,宝钢包装
300724,捷佳伟创
601155,新城控股
600973,宝胜股份
300360,炬华科技
002448,中原内配
300413,芒果超媒
002423,中粮资本
688276,百克生物
300816,艾可蓝
688082,盛美上海
300200,高盟新材
300636,同和药业
001311,多利科技
301236,软通动力
301207,华兰疫苗
000623,吉林敖东
688352,颀中科技
300494,盛天网络
301538,骏鼎达
603408,建霖家居
002271,东方雨虹
300251,光线传媒
833030,立方控股
603577,汇金通
000700,模塑科技
688403,汇成股份
000425,徐工机械
301189,奥尼电子
603010,万盛股份
301136,招标股份
830974,凯大催化
688583,思看科技
002577,雷柏科技
301132,满坤科技
603856,东宏股份
600207,安彩高科
688396,华润微
301517,陕西华达
605303,园林股份
873806,云星宇
000967,盈峰环境
000937,冀中能源
000868,安凯客车
002681,奋达科技
300644,南京聚隆
002953,日丰股份
601011,宝泰隆
300625,三雄极光
833394,民士达
300833,浩洋股份
605183,确成股份
300569,天能重工
300532,今天国际
002400,省广集团
831039,国义招标
301276,嘉曼服饰
300928,华安鑫创
301078,孩子王
300144,宋城演艺
603225,新凤鸣
300985,致远新能
002236,大华股份
002841,视源股份
002608,江苏国信
688391,钜泉科技
301262,海看股份
601328,交通银行
838227,美登科技
688152,麒麟信安
300523,辰安科技
002474,榕基软件
000728,国元证券
002227,奥 特 迅
600718,东软集团
002055,得润电子
000563,陕国投Ａ
000586,汇源通信
001206,依依股份
002488,金固股份
600593,大连圣亚
300881,盛德鑫泰
000655,金岭矿业
300206,理邦仪器
000620,新华联
920088,科力股份
000859,国风新材
000887,中鼎股份
002707,众信旅游
300063,天龙集团
300921,南凌科技
000966,长源电力
300437,清水源
833075,柏星龙
301162,国能日新
002438,江苏神通
301263,泰恩康
605277,新亚电子
600633,浙数文化
002355,兴民智通
300917,特发服务
300508,维宏股份
300513,恒实科技
688786,悦安新材
600599,*ST熊猫
688279,峰岹科技
000089,深圳机场
603158,腾龙股份
603161,科华控股
600606,绿地控股
873339,恒太照明
605151,西上海
300522,世名科技
000936,华西股份
301377,鼎泰高科
600497,驰宏锌锗
002998,优彩资源
300193,佳士科技
688388,嘉元科技
002410,广联达
000762,西藏矿业
002729,好利科技
002888,惠威科技
300459,汤姆猫
688251,井松智能
603869,ST智知
601872,招商轮船
002052,*ST同洲
002309,*ST中利
301010,晶雪节能
300303,聚飞光电
002942,新农股份
002346,柘中股份
603380,易德龙
300349,金卡智能
600201,生物股份
002663,普邦股份
600710,苏美达
300736,百邦科技
600602,云赛智联
600477,杭萧钢构
300823,建科智能
600981,汇鸿集团
301061,匠心家居
301139,元道通信
300939,秋田微
301399,英特科技
002543,万和电气
688070,纵横股份
833230,欧康医药
300639,凯普生物
001208,华菱线缆
301172,君逸数码
300075,数字政通
600166,福田汽车
603826,坤彩科技
688670,金迪克
002579,中京电子
002261,拓维信息
301428,世纪恒通
688211,中科微至
688220,翱捷科技-U
300210,森远股份
002876,三利谱
600141,兴发集团
603396,金辰股份
300982,苏文电能
002244,滨江集团
301291,明阳电气
600037,歌华有线
002986,宇新股份
688789,宏华数科
601226,华电科工
002813,路畅科技
002284,亚太股份
002010,传化智联
300133,华策影视
002292,奥飞娱乐
600459,贵研铂业
688325,赛微微电
300733,西菱动力
000159,国际实业
600623,华谊集团
300079,数码视讯
603788,宁波高发
831627,力王股份
300074,华平股份
300170,汉得信息
301439,泓淋电力
301095,广立微
688489,三未信安
001389,广合科技
002104,恒宝股份
300631,久吾高科
600818,中路股份
002073,软控股份
601718,际华集团
600717,天津港
600295,鄂尔多斯
002533,金杯电工
002622,皓宸医疗
300097,ST智云
605365,立达信
603825,华扬联众
600219,XD南山铝
002845,同兴达
002723,小崧股份
688007,光峰科技
600741,华域汽车
600004,白云机场
002015,协鑫能科
001217,华尔泰
601116,三江购物
300635,中达安
603309,维力医疗
600816,建元信托
603681,永冠新材
000060,中金岭南
600645,中源协和
600469,风神股份
002017,东信和平
837174,宏裕包材
000402,金 融 街
300009,安科生物
832175,东方碳素
000969,安泰科技
872808,曙光数创
002388,ST新亚
600866,星湖科技
300995,奇德新材
603115,海星股份
601118,海南橡胶
688291,金橙子
001209,洪兴股份
002332,仙琚制药
300537,广信材料
301329,信音电子
600522,中天科技
301338,凯格精机
002455,百川股份
300048,合康新能
300481,濮阳惠成
600622,光大嘉宝
600887,伊利股份
300893,松原安全
871970,大禹生物
301101,明月镜片
600064,南京高科
002811,郑中设计
688584,上海合晶
002328,新朋股份
600115,中国东航
300306,远方信息
002405,四维图新
600597,光明乳业
601001,晋控煤业
300123,亚光科技
300291,百纳千成
300293,蓝英装备
600643,爱建集团
600026,中远海能
300909,汇创达
600171,上海贝岭
603356,华菱精工
603018,华设集团
002881,美格智能
603132,金徽股份
300730,科创信息
300884,狄耐克
600516,方大炭素
000858,五 粮 液
002160,常铝股份
300641,正丹股份
688178,万德斯
300745,欣锐科技
601669,中国电建
601360,三六零
300834,星辉环材
301237,和顺科技
600825,新华传媒
688579,山大地纬
000902,新洋丰
600969,郴电国际
002921,联诚精密
688521,芯原股份
002833,弘亚数控
688626,翔宇医疗
688496,清越科技
600537,亿晶光电
300135,宝利国际
300057,万顺新材
603399,永杉锂业
605258,协和电子
301186,超达装备
300243,瑞丰高材
301281,科源制药
000831,中国稀土
838837,华原股份
300932,三友联众
301301,川宁生物
600361,创新新材
301195,北路智控
600845,宝信软件
002183,怡 亚 通
000333,美的集团
300737,科顺股份
301049,超越科技
833346,威贸电子
300852,四会富仕
688296,和达科技
002036,联创电子
301296,新巨丰
003000,劲仔食品
600089,特变电工
600894,广日股份
000002,万  科Ａ
300292,吴通控股
600152,维科技术
002120,韵达股份
603166,XD福达股
300417,南华仪器
000922,佳电股份
603363,*ST傲农
833873,中设咨询
002154,报 喜 鸟
300863,卡倍亿
688003,天准科技
000681,视觉中国
000533,顺钠股份
688798,艾为电子
000981,山子高科
601186,中国铁建
601618,中国中冶
301223,中荣股份
300640,德艺文创
301052,果麦文化
605001,威奥股份
301309,万得凯
688509,正元地信
603015,弘讯科技
600499,科达制造
002415,海康威视
301617,博苑股份
301555,惠柏新材
600773,西藏城投
601963,重庆银行
300570,太辰光
001226,拓山重工
836675,秉扬科技
603409,汇通控股
688357,建龙微纳
300171,东富龙
688608,恒玄科技
001332,锡装股份
688545,兴福电子
600293,三峡新材
603727,博迈科
603633,徕木股份
300272,开能健康
300412,迦南科技
600449,宁夏建材
603091,众鑫股份
301321,翰博高新
601633,长城汽车
300598,诚迈科技
600651,飞乐音响
301185,鸥玛软件
603909,建发合诚
600548,深高速
002738,中矿资源
002516,旷达科技
601798,蓝科高新
301246,宏源药业
603035,常熟汽饰
600654,中安科
600017,日照港
605005,合兴股份
300937,药易购
600734,实达集团
833580,科创新材
000680,山推股份
002926,华西证券
002660,茂硕电源
688356,键凯科技
601808,中海油服
001228,永泰运
601601,中国太保
600135,乐凯胶片
000625,长安汽车
301468,博盈特焊
000800,一汽解放
300018,中元股份
600658,电子城
837046,亿能电力
002342,巨力索具
301075,多瑞医药
300277,海联讯
600989,宝丰能源
603353,和顺石油
688338,赛科希德
873152,天宏锂电
600339,中油工程
002031,巨轮智能
300184,力源信息
301295,美硕科技
300810,中科海讯
300935,盈建科
600312,平高电气
002119,康强电子
688217,睿昂基因
301120,新特电气
301118,恒光股份
603202,天有为
300861,美畅股份
600527,江南高纤
603135,中重科技
300805,电声股份
002310,*ST东园
300113,顺网科技
000688,国城矿业
688221,前沿生物-U
002212,天融信
688219,会通股份
301539,宏鑫科技
603618,杭电股份
002166,莱茵生物
002668,TCL智家
601163,三角轮胎
688012,中微公司
000983,山西焦煤
300010,豆神教育
002739,万达电影
603307,扬州金泉
688787,海天瑞声
603848,好太太
002839,张家港行
603019,中科曙光
003022,联泓新科
002419,天虹股份
605196,华通线缆
688236,春立医疗
688459,哈铁科技
300601,康泰生物
600992,贵绳股份
300571,平治信息
002761,浙江建投
688209,英集芯
831370,新安洁
300182,捷成股份
002690,美亚光电
000157,中联重科
002225,濮耐股份
002233,塔牌集团
002467,二六三
