股票代码,股票名称
605319,无锡振华
688267,中触媒
603281,江瀚新材
600754,锦江酒店
600694,大商股份
688662,富信科技
688426,康为世纪
688185,康希诺
002983,芯瑞达
301528,多浦乐
300069,金利华电
603368,柳药集团
301105,鸿铭股份
688309,恒誉环保
688371,菲沃泰
832089,禾昌聚合
002917,金奥博
001387,雪祺电气
600539,狮头股份
603690,至纯科技
839371,欧福蛋业
688597,煜邦电力
300702,天宇股份
605266,健之佳
002911,佛燃能源
003023,彩虹集团
600661,昂立教育
600983,惠而浦
000779,甘咨询
000876,新 希 望
603299,苏盐井神
600995,南网储能
603896,寿仙谷
600846,同济科技
605116,奥锐特
600352,浙江龙盛
600848,上海临港
002873,新天药业
603123,翠微股份
688213,思特威-W
301265,华新环保
600066,宇通客车
301359,东南电子
301096,百诚医药
600702,舍得酒业
603811,诚意药业
605338,巴比食品
301305,朗坤科技
600158,中体产业
000582,北部湾港
603730,岱美股份
000685,中山公用
603609,禾丰股份
002458,益生股份
603357,设计总院
301098,金埔园林
600838,上海九百
000705,浙江震元
603195,公牛集团
600814,杭州解百
002832,比音勒芬
002561,徐家汇
600356,恒丰纸业
300886,华业香料
601728,中国电信
002159,三特索道
688585,上纬新材
002774,快意电梯
688660,电气风电
605136,丽人丽妆
600177,雅戈尔
688041,海光信息
688026,洁特生物
001201,东瑞股份
600721,百花医药
000617,中油资本
600051,宁波联合
601007,金陵饭店
002785,万里石
002763,汇洁股份
688091,上海谊众
601398,工商银行
600955,维远股份
688076,诺泰生物
000061,农 产 品
603230,内蒙新华
603378,亚士创能
000603,盛达资源
002208,合肥城建
002996,顺博合金
603685,晨丰科技
300149,睿智医药
603385,惠达卫浴
605388,均瑶健康
603999,读者传媒
600062,华润双鹤
600351,亚宝药业
603391,力聚热能
300318,博晖创新
000788,北大医药
002550,千红制药
601997,贵阳银行
688004,博汇科技
002557,洽洽食品
301215,中汽股份
300121,阳谷华泰
000663,永安林业
000822,山东海化
002016,世荣兆业
605377,华旺科技
002197,ST证通
688013,天臣医疗
600493,凤竹纺织
600529,山东药玻
000930,中粮科技
600821,金开新能
003027,同兴科技
301116,益客食品
300106,西部牧业
000650,仁和药业
301053,远信工业
600346,恒力石化
002042,华孚时尚
600023,浙能电力
601658,邮储银行
002107,沃华医药
600536,中国软件
600202,哈空调
600380,健康元
600397,安源煤业
002059,云南旅游
002802,洪汇新材
688108,赛诺医疗
605336,帅丰电器
688368,晶丰明源
002360,同德化工
600257,大湖股份
603329,上海雅仕
000526,学大教育
600511,国药股份
600113,浙江东日
002567,唐人神
300700,岱勒新材
600452,涪陵电力
002659,凯文教育
600502,安徽建工
000651,格力电器
300289,利德曼
000401,冀东水泥
300234,开尔新材
300528,幸福蓝海
002476,宝莫股份
300999,金龙鱼
000423,东阿阿胶
002910,庄园牧场
002946,新乳业
688198,佰仁医疗
300740,水羊股份
600085,同仁堂
600096,云天化
605189,富春染织
300791,仙乐健康
830964,润农节水
000995,皇台酒业
001218,丽臣实业
600905,三峡能源
300743,天地数码
002001,新 和 成
600358,ST联合
300422,博世科
600329,达仁堂
002007,华兰生物
601065,江盐集团
002395,双象股份
600016,民生银行
002243,力合科创
600916,中国黄金
601888,中国中免
600073,光明肉业
002806,华锋股份
300958,建工修复
300690,双一科技
603858,步长制药
600697,欧亚集团
600782,新钢股份
000893,亚钾国际
600551,时代出版
600941,中国移动
603517,绝味食品
002106,莱宝高科
688692,达梦数据
603569,长久物流
600305,恒顺醋业
600436,片仔癀
603325,博隆技术
601619,嘉泽新能
002069,獐子岛
603599,广信股份
603023,*ST威帝
600936,广西广电
600011,华能国际
600033,福建高速
600381,*ST春天
601998,中信银行
001211,双枪科技
600191,华资实业
002573,清新环境
300263,隆华科技
600241,时代万恒
600300,维维股份
002468,申通快递
603725,天安新材
002303,美盈森
300329,海伦钢琴
603810,丰山集团
002349,精华制药
002060,广东建工
605179,一鸣食品
603886,元祖股份
605255,天普股份
600403,大有能源
603939,益丰药房
002198,嘉应制药
300006,莱美药业
600019,宝钢股份
300800,力合科技
600137,浪莎股份
300191,潜能恒信
000809,和展能源
300279,和晶科技
000702,正虹科技
000068,华控赛格
000920,沃顿科技
000919,金陵药业
601999,出版传媒
002100,天康生物
603998,方盛制药
603139,康惠制药
000906,浙商中拓
300567,精测电子
300347,泰格医药
300255,常山药业
600682,南京新百
600422,昆药集团
002880,卫光生物
688657,浩辰软件
688596,正帆科技
600737,中粮糖业
000721,西安饮食
301188,力诺药包
600812,华北制药
600598,北大荒
001286,陕西能源
002485,ST雪发
688184,ST帕瓦
000735,罗 牛 山
002592,ST八菱
002652,扬子新材
833914,远航精密
603096,新经典
002207,准油股份
000639,西王食品
601121,宝地矿业
000153,丰原药业
605366,宏柏新材
688010,福光股份
603285,键邦股份
601988,中国银行
600688,上海石化
300500,启迪设计
688683,莱尔科技
603866,桃李面包
600901,江苏金租
603919,金徽酒
601518,吉林高速
603606,东方电缆
300321,同大股份
601827,三峰环境
603020,爱普股份
002238,天威视讯
002752,昇兴股份
603231,索宝蛋白
688622,禾信仪器
603365,水星家纺
301177,迪阿股份
688191,智洋创新
601009,南京银行
603759,海天股份
000419,通程控股
601778,晶科科技
600617,国新能源
002966,苏州银行
001231,农心科技
600858,银座股份
688157,松井股份
002732,燕塘乳业
002821,凯莱英
603968,醋化股份
603838,*ST四通
603100,川仪股份
605368,蓝天燃气
002481,双塔食品
603061,金海通
836942,恒立钻具
003041,真爱美家
002982,湘佳股份
002545,东方铁塔
600234,*ST科新
603182,嘉华股份
301258,富士莱
603071,物产环能
002314,南山控股
688350,富淼科技
603218,日月股份
300426,华智数媒
600252,中恒集团
300187,永清环保
603272,联翔股份
600080,金花股份
301518,长华化学
002612,朗姿股份
688697,纽威数控
688690,纳微科技
300454,深信服
002948,青岛银行
300807,天迈科技
002968,新大正
600382,广东明珠
002437,誉衡药业
000506,*ST中润
600376,首开股份
601077,渝农商行
002121,科陆电子
873833,美心翼申
301529,福赛科技
300796,贝斯美
688639,华恒生物
603042,华脉科技
603948,建业股份
002187,广百股份
603903,中持股份
600467,好当家
300534,陇神戎发
000501,武商集团
002088,鲁阳节能
002321,华英农业
001227,兰州银行
600779,水井坊
600719,大连热电
600021,上海电力
603351,威尔药业
600512,腾达建设
605003,众望布艺
301129,瑞纳智能
600211,西藏药业
002572,索菲亚
601006,大秦铁路
000513,丽珠集团
002656,*ST摩登
000709,河钢股份
600310,广西能源
002066,瑞泰科技
300970,华绿生物
603567,珍宝岛
000539,粤电力Ａ
002714,牧原股份
000718,苏宁环球
300583,赛托生物
601225,陕西煤业
300497,富祥药业
000759,中百集团
600613,神奇制药
002385,大北农
603722,阿科力
605006,山东玻纤
002575,群兴玩具
600052,东望时代
603235,天新药业
603073,彩蝶实业
001336,楚环科技
002989,中天精装
600875,东方电气
300519,新光药业
600136,ST明诚
002004,华邦健康
300858,科拓生物
002203,海亮股份
000900,现代投资
605123,派克新材
688550,瑞联新材
002923,润都股份
300281,金明精机
002075,沙钢股份
600561,江西长运
603538,美诺华
688105,诺唯赞
603387,基蛋生物
603515,欧普照明
688363,华熙生物
600826,兰生股份
603053,成都燃气
600874,创业环保
001914,招商积余
688702,盛科通信-U
601928,凤凰传媒
688313,仕佳光子
603505,金石资源
688515,裕太微-U
300761,立华股份
300301,*ST长方
002412,汉森制药
600285,羚锐制药
601900,南方传媒
000543,皖能电力
605011,杭州热电
603116,红蜻蜓
600979,广安爱众
600233,圆通速递
603089,正裕工业
002482,广田集团
002269,美邦服饰
301362,民爆光电
002696,百洋股份
688019,安集科技
002820,桂发祥
600039,四川路桥
002014,永新股份
601218,吉鑫科技
000698,沈阳化工
000711,*ST京蓝
600928,西安银行
300379,*ST东通
000598,兴蓉环境
000892,欢瑞世纪
000999,华润三九
002716,湖南白银
002229,鸿博股份
002822,ST中装
839792,东和新材
600684,珠江股份
600222,太龙药业
601838,成都银行
000633,合金投资
600336,澳柯玛
688129,东来技术
603168,莎普爱思
600819,耀皮玻璃
600267,海正药业
300915,海融科技
003042,中农联合
870866,绿亨科技
002627,三峡旅游
688088,虹软科技
300758,七彩化学
600116,三峡水利
600608,*ST沪科
603822,嘉澳环保
000998,隆平高科
000597,东北制药
689009,九号公司-WD
688502,茂莱光学
688222,成都先导
002858,力盛体育
000752,ST西发
430478,峆一药业
001289,龙源电力
000019,深粮控股
300945,曼卡龙
605339,南侨食品
600612,老凤祥
002372,伟星新材
688455,科捷智能
600162,香江控股
301257,普蕊斯
002350,北京科锐
000407,胜利股份
600104,上汽集团
000931,中 关 村
000908,*ST景峰
002216,三全食品
603477,巨星农牧
000912,泸天化
600982,宁波能源
002038,双鹭药业
600025,华能水电
688114,华大智造
001338,永顺泰
300385,雪浪环境
000027,深圳能源
000017,深中华A
600496,精工钢构
300021,大禹节水
000716,黑芝麻
001323,慕思股份
836547,无锡晶海
603199,九华旅游
002072,凯瑞德
603358,华达科技
002295,精艺股份
600792,云煤能源
002637,赞宇科技
603117,万林物流
603819,神力股份
600419,天润乳业
688373,盟科药业-U
000014,沙河股份
300751,迈为股份
002644,佛慈制药
603369,今世缘
301138,华研精机
301525,儒竞科技
300824,北鼎股份
002726,龙大美食
002758,浙农股份
600333,长春燃气
000421,南京公用
600865,百大集团
600032,浙江新能
430685,新芝生物
688519,南亚新材
600808,马钢股份
000408,藏格矿业
603377,ST东时
688565,力源科技
600368,五洲交通
603367,辰欣药业
600235,民丰特纸
300850,新强联
002687,乔治白
600868,梅雁吉祥
688265,南模生物
601512,中新集团
605098,行动教育
002589,瑞康医药
300267,尔康制药
002441,众业达
600829,人民同泰
603639,海利尔
001366,播恩集团
002679,福建金森
300105,龙源技术
605089,味知香
601187,厦门银行
600302,标准股份
688233,神工股份
000417,合百集团
688188,柏楚电子
002133,广宇集团
600538,国发股份
601595,上海电影
688111,金山办公
002639,雪人股份
002392,北京利尔
603533,掌阅科技
300338,*ST开元
002102,能特科技
301155,海力风电
600729,重庆百货
000011,深物业A
688520,神州细胞
002157,正邦科技
301227,森鹰窗业
002702,海欣食品
601088,中国神华
300125,*ST聆达
600488,津药药业
002595,豪迈科技
300605,恒锋信息
688247,宣泰医药
002556,辉隆股份
002039,黔源电力
000869,张  裕Ａ
688046,药康生物
002721,ST金一
600269,赣粤高速
603755,日辰股份
600863,内蒙华电
603708,家家悦
301065,本立科技
301212,联盛化学
600638,新黄浦
600084,中信尼雅
600491,龙元建设
002424,ST百灵
600022,山东钢铁
600000,浦发银行
603080,新疆火炬
603536,惠发食品
002383,合众思壮
300501,海顺新材
601939,建设银行
300152,ST新动力
603823,百合花
605138,盛泰集团
688197,首药控股-U
603787,新日股份
002495,佳隆股份
300967,晓鸣股份
000915,华特达因
603059,倍加洁
430017,星昊医药
001234,泰慕士
600101,明星电力
605300,佳禾食品
600750,江中药业
000885,城发环境
600236,桂冠电力
000531,穗恒运Ａ
601952,苏垦农发
600674,川投能源
002847,盐津铺子
000786,北新建材
001313,粤海饲料
000534,万泽股份
000637,茂化实华
000672,上峰水泥
301062,上海艾录
301337,亚华电子
002299,圣农发展
301371,敷尔佳
301043,绿岛风
600483,福能股份
002566,益盛药业
001318,阳光乳业
002270,华明装备
605567,春雪食品
001258,立新能源
600886,国投电力
600540,新赛股份
600149,廊坊发展
600692,亚通股份
603983,丸美生物
603817,海峡环保
300901,中胤时尚
603757,大元泵业
000851,*ST高鸿
000692,惠天热电
000514,渝 开 发
600232,金鹰股份
600795,国电电力
002695,煌上煌
301486,致尚科技
920029,开发科技
600359,新农开发
600429,三元股份
603069,海汽集团
688065,凯赛生物
002940,昂利康
002511,中顺洁柔
688600,皖仪科技
601777,千里科技
688370,丛麟科技
301028,东亚机械
002109,兴化股份
688190,云路股份
603333,尚纬股份
300679,电连技术
300600,ST瑞科
002819,东方中科
002235,安妮股份
688799,华纳药厂
300398,飞凯材料
603379,三美股份
000789,万年青
301608,博实结
600012,皖通高速
002793,罗欣药业
600802,福建水泥
300055,万邦达
688351,微电生理
002871,伟隆股份
300381,溢多利
600725,云维股份
000554,泰山石油
601089,福元医药
600708,光明地产
688056,莱伯泰科
605500,森林包装
300498,温氏股份
600965,福成股份
002371,北方华创
300469,信息发展
600543,莫高股份
603087,甘李药业
603163,圣晖集成
301511,德福科技
300022,吉峰科技
600785,新华百货
688180,君实生物-U
002538,司尔特
600961,株冶集团
832735,德源药业
600059,古越龙山
300175,ST朗源
301203,国泰环保
300483,首华燃气
300531,优博讯
600857,宁波中百
000529,广弘控股
002394,联发股份
002537,海联金汇
600780,通宝能源
600585,海螺水泥
300111,向日葵
300039,上海凯宝
300888,稳健医疗
688501,青达环保
600630,龙头股份
600079,人福医药
601686,友发集团
000761,本钢板材
002461,珠江啤酒
603067,振华股份
600226,亨通股份
430476,海能技术
002480,新筑股份
605008,长鸿高科
600535,天士力
002082,万邦德
832145,恒合股份
300167,*ST迪威
601107,四川成渝
000899,赣能股份
603076,乐惠国际
600853,龙建股份
002574,明牌珠宝
600883,博闻科技
002251,步步高
688578,艾力斯
600566,济川药业
688319,欧林生物
600163,中闽能源
600223,福瑞达
002237,恒邦股份
002951,*ST金时
600594,益佰制药
300185,通裕重工
600987,航民股份
600678,四川金顶
601811,新华文轩
600800,渤海化学
600035,楚天高速
001256,炜冈科技
600758,辽宁能源
600060,海信视像
003012,东鹏控股
000679,大连友谊
603359,东珠生态
603127,昭衍新药
603899,晨光股份
300335,迪森股份
002330,得利斯
688095,福昕软件
000525,ST红太阳
600262,北方股份
002479,富春环保
603101,汇嘉时代
300240,飞力达
688072,拓荆科技
300877,金春股份
001219,青岛食品
002262,恩华药业
300492,华图山鼎
603922,金鸿顺
603637,镇海股份
600774,汉商集团
600833,第一医药
603079,圣达生物
603676,卫信康
603797,联泰环保
603102,百合股份
300029,*ST天龙
300972,万辰集团
600251,冠农股份
002352,顺丰控股
001299,美能能源
600350,山东高速
002647,*ST仁东
605599,菜百股份
603776,永安行
002700,新疆浩源
688206,概伦电子
600993,马应龙
300391,*ST长药
603766,隆鑫通用
300344,ST立方
603156,养元饮品
603167,渤海轮渡
300536,*ST农尚
688665,四方光电
301055,张小泉
002318,久立特材
300577,开润股份
002053,云南能投
000510,新金路
002393,力生制药
002317,众生药业
002633,申科股份
300990,同飞股份
600249,两面针
301093,华兰股份
000428,华天酒店
000803,山高环能
600926,杭州银行
603170,宝立食品
002378,章源钨业
300662,科锐国际
002727,一心堂
002955,鸿合科技
600769,祥龙电业
603938,三孚股份
600127,金健米业
000037,深南电A
605162,新中港
002867,周大生
300472,*ST新元
000016,深康佳Ａ
920106,林泰新材
002658,雪迪龙
002718,友邦吊顶
688200,华峰测控
301393,昊帆生物
000722,湖南发展
002782,可立克
601956,东贝集团
002581,未名医药
000661,长春高新
002462,嘉事堂
603223,恒通股份
300723,一品红
002377,国创高新
000755,山西高速
603022,新通联
002772,众兴菌业
002748,ST世龙
688737,中自科技
002967,广电计量
600489,中金黄金
600185,珠免集团
603966,法兰泰克
001210,金房能源
688536,思瑞浦
838810,春光智能
000862,银星能源
688314,康拓医疗
688696,极米科技
002629,仁智股份
301285,鸿日达
000856,冀东装备
600681,百川能源
000910,大亚圣象
688301,奕瑞科技
000889,ST中嘉
603458,勘设股份
300257,开山股份
300449,汉邦高科
600988,赤峰黄金
000911,广农糖业
603057,紫燕食品
301206,三元生物
002749,国光股份
603529,爱玛科技
300233,金城医药
300485,赛升药业
601515,东峰集团
603173,福斯达
002734,利民股份
000601,韶能股份
000029,深深房Ａ
002958,青农商行
603608,天创时尚
002158,汉钟精机
601825,沪农商行
000523,红棉股份
600581,八一钢铁
002616,长青集团
002653,海思科
605180,华生科技
002915,中欣氟材
600490,鹏欣资源
002086,东方海洋
600082,海泰发展
603216,梦天家居
603062,麦加芯彩
000697,ST炼石
301392,汇成真空
603237,五芳斋
603950,长源东谷
002020,京新药业
002397,梦洁股份
301066,万事利
603813,*ST原尚
688168,安博通
301273,瑞晨环保
000690,宝新能源
600371,万向德农
300436,广生堂
688513,苑东生物
301269,华大九天
000729,燕京啤酒
300867,圣元环保
600246,万通发展
002568,百润股份
300137,ST先河
000850,华茂股份
688196,卓越新能
688366,昊海生科
002041,登海种业
002155,湖南黄金
688131,皓元医药
688500,慧辰股份
600744,华银电力
688293,奥浦迈
000505,京粮控股
603257,中国瑞林
301270,汉仪股份
600020,中原高速
002626,金达威
002311,海大集团
688679,通源环境
002795,永和智控
000429,粤高速Ａ
000713,丰乐种业
300854,中兰环保
605009,豪悦护理
688181,八亿时空
000600,建投能源
000659,珠海中富
002043,兔 宝 宝
300132,青松股份
601991,大唐发电
600757,长江传媒
600313,农发种业
601188,龙江交通
603898,好莱客
002596,海南瑞泽
600671,ST目药
603900,莱绅通灵
688257,新锐股份
605081,*ST太和
688048,长光华芯
001896,豫能控股
002836,新宏泽
002868,*ST绿康
002743,富煌钢构
688658,悦康药业
002907,华森制药
300898,熊猫乳品
002731,萃华珠宝
600724,宁波富达
605077,华康股份
600604,市北高新
600108,亚盛集团
688106,金宏气体
688331,荣昌生物
002901,大博医疗
002666,德联集团
300511,雪榕生物
603630,拉芳家化
600578,京能电力
873527,夜光明
600354,敦煌种业
300087,荃银高科
605028,世茂能源
000793,ST华闻
301229,纽泰格
000590,启迪药业
300962,中金辐照
002597,金禾实业
600642,申能股份
300054,鼎龙股份
000791,甘肃能源
688361,中科飞测
002338,奥普光电
000848,承德露露
000564,供销大集
000566,海南海药
603879,永悦科技
603001,奥康国际
300138,晨光生物
300910,瑞丰新材
001328,登康口腔
688141,杰华特
600289,*ST信通
002431,棕榈股份
002956,西麦食品
603086,先达股份
300558,贝达药业
600067,冠城新材
002422,科伦药业
688553,汇宇制药-W
688177,百奥泰
300189,神农种业
002163,海南发展
300573,兴齐眼药
600573,惠泉啤酒
300493,润欣科技
002943,宇晶股份
688633,星球石墨
688176,亚虹医药-U
603344,星德胜
688488,艾迪药业
430047,诺思兰德
000975,山金国际
600605,汇通能源
000993,闽东电力
002124,天邦食品
301231,荣信文化
301317,鑫磊股份
600844,丹化科技
688428,诺诚健华-U
688136,科兴制药
000953,河化股份
002661,克明食品
688617,惠泰医疗
000963,华东医药
000965,天保基建
831087,秋乐种业
002830,名雕股份
600962,国投中鲁
603326,我乐家居
301220,亚香股份
600547,山东黄金
002842,翔鹭钨业
300804,广康生化
002272,川润股份
300749,顶固集创
603038,华立股份
001337,四川黄金
002973,侨银股份
837403,康农种业
002818,富森美
300765,新诺威
300139,晓程科技
600510,黑牡丹
003001,中岩大地
688166,博瑞医药
002799,环球印务
688256,寒武纪-U
002773,康弘药业
000767,晋控电力
600463,空港股份
688603,天承科技
601908,京运通
600315,上海家化
600726,华电能源
601069,西部黄金
300040,九洲集团
605499,东鹏饮料
300818,耐普矿机
603590,康辰药业
600276,恒瑞医药
688052,纳芯微
301088,戎美股份
002755,奥赛康
688336,三生国健
002022,科华生物
000955,欣龙控股
688443,智翔金泰-U
002691,冀凯股份
688047,龙芯中科
002345,潮宏基
001331,胜通能源
688656,浩欧博
603815,交建股份
002490,山东墨龙
688302,海创药业-U
300844,山水比德
300241,瑞丰光电
605060,联德股份
605016,百龙创园
603398,*ST沐邦
001316,润贝航科
002630,ST华西
688687,凯因科技
603912,佳力图
002717,ST岭南
688382,益方生物-U
600828,茂业商业
603030,全筑股份
600190,*ST锦港
688068,热景生物
002675,东诚药业
688179,阿拉丁
002294,信立泰
688506,百利天恒
002286,保龄宝
002571,德力股份
603610,麒盛科技
002963,豪尔赛
300204,舒泰神
600396,华电辽能
688192,迪哲医药-U
603331,百达精工
688266,泽璟制药-U
002853,皮阿诺
688235,百济神州-U
600793,宜宾纸业
688062,迈威生物-U
920068,天工股份
833994,翰博高新
833874,泰祥股份
832317,观典防务
688755,汉邦科技
688555,退市泽达
688086,退市紫晶
603996,退市中新
603963,*ST大药
603603,退市博天
603555,ST贵人
603157,退市拉夏
603133,退市碳元
603014,威高血净
603003,*ST龙宇
601558,退市锐电
601299,中国北车
601268,*ST二重
601258,*ST庞大
601028,玉龙股份
600991,广汽长丰
600978,*ST宜生
600899,*ST信联
600898,*ST美讯
600896,退市海医
600891,退市秋林
600890,退市中房
600878,*ST北科
600870,退市厦华
600856,退市中天
600852,*ST中川
600849,上药转换
600842,中西药业
600840,新湖创业
600837,海通证券
600836,*ST易连
600832,东方明珠
600823,*ST世茂
600813,ST鞍一工
600811,*ST东方
600806,退市昆机
600804,*ST鹏博
600799,*ST龙科
600788,*ST达曼
600786,东方锅炉
600781,退市辅仁
600777,ST新潮
600772,S*ST龙昌
600767,退市运盛
600766,退市园城
600762,S*ST金荔
600752,*ST哈慈
600747,退市大控
600723,首商股份
600709,ST生态
600705,中航产融
600701,退市工新
600700,*ST数码
600695,退市绿庭
600687,退市刚泰
600680,*ST上普
600677,*ST航通
600672,*ST华圣
600670,*ST斯达
600669,*ST鞍成
600659,*ST花雕
600656,退市博元
600652,退市游久
600647,退市同达
600646,ST国嘉
600634,退市富控
600632,华联商厦
600631,百联股份
600627,上电股份
600625,PT水仙
600614,退市鹏起
600607,上实医药
600591,*ST上航
600565,ST迪马
600555,退市海创
600553,太行水泥
600532,退市未来
600485,*ST信威
600472,包头铝业
600466,*ST蓝光
600462,*ST九有
600432,退市吉恩
600401,退市海润
600393,ST粤泰
600387,*ST海越
600385,退市金泰
600357,承德钒钛
600321,正源股份
600317,营口港
600311,*ST荣华
600306,退市商城
600297,广汇汽车
600296,S兰铝
600291,退市西水
600290,*ST华仪
600286,S*ST国瓷
600277,ST亿利
600275,退市昌鱼
600270,外运发展
600263,路桥建设
600260,*ST凯乐
600253,天方药业
600247,*ST成城
600242,退市中昌
600240,退市华业
600225,退市卓朗
600220,ST阳光
600213,*ST亚星
600209,退市罗顿
600205,S山东铝
600181,S*ST云大
600175,退市美都
600146,退市环球
600145,退市新亿
600139,*ST西源
600122,*ST宏图
600112,*ST天成
600102,莱钢股份
600093,退市易见
600092,S*ST精密
600091,退市明科
600090,退市济堂
600087,退市长油
600086,退市金钰
600083,*ST博信
600077,*ST宋都
600074,退市保千
600070,*ST富润
600069,退市银鸽
600068,葛洲坝
600065,*ST联谊
600005,武钢股份
600003,ST东北高
600002,齐鲁石化
600001,邯郸钢铁
301636,泽润新能
301595,太力科技
301316,慧博云通
301112,信邦智能
300799,左江退
300742,越博退
300526,中潜退
300495,*ST美尚
300431,暴风退
300392,腾信退
300372,欣泰退
300367,网力退
300362,天翔退
300356,光一退
300336,新文退
300330,计通退
300325,德威退
300312,邦讯退
300309,吉艾退
300297,蓝盾退
300282,三盛退
300280,紫天科技
300273,和佳退
300262,*ST巴安
300225,金力泰
300216,千山退
300209,*ST有树
300208,*ST中程
300202,聚龙退
300186,大华农
300178,腾邦退
300156,神雾退
300117,*ST嘉寓
300116,*ST保力
300108,*ST吉药
300104,乐视退
300090,盛运退
300089,文化退
300064,金刚退
300038,数知退
300028,金亚退
300023,宝德退
002781,奇信退
002776,*ST柏龙
002770,科迪退
002751,易尚退
002750,*ST龙津
002740,*ST爱迪
002711,欧浦退
002699,*ST美盛
002684,猛狮退
002680,长生退
002665,ST航高
002621,*ST美吉
002619,*ST艾格
002618,丹邦退
002610,ST爱康
002604,龙力退
002509,天茂退
002505,鹏都农牧
002504,*ST弘高
002503,*ST搜特
002502,ST鼎龙
002499,科林退
002477,雏鹰退
002473,圣莱退
002464,众应退
002450,康得退
002447,晨鑫退
002435,ST长康
002433,太安退
002417,深南退
002411,必康退
002359,北讯退
002341,ST新纶
002336,*ST人乐
002325,*ST洪涛
002308,*ST威创
002288,*ST超华
002280,ST联络
002260,德奥退
002220,天宝退
002147,新光退
002143,印纪退
002128,电投能源
002118,*ST紫鑫
002113,*ST天润
002089,新海退
002087,新纺退
002071,长城退
002070,众和退
002018,华信退
002013,中航机电
002002,ST鸿达
001390,古麒绒材
000996,中期退
000982,中银绒业
000979,中弘退
000976,*ST华铁
000971,*ST高升
000961,ST中南
000956,中原油气
000939,凯迪退
000918,*ST嘉凯
000916,华北高速
000866,扬子石化
000861,海印股份
000836,ST富通
000835,长动退
000832,*ST龙涤
000827,*ST长兴
000817,辽河油田
000806,银河退
000805,*ST炎黄
000787,*ST创智
000780,ST平能
000769,*ST大菲
000765,*ST华信
000763,锦州石化
000760,斯太退
000748,长城信息
000732,ST泰禾
000730,*ST环保
000699,S*ST佳纸
000695,滨海能源
000693,华泽退
000689,ST宏业
000687,华讯退
000675,ST银山
000673,当代退
000671,ST阳光城
000667,ST美置
000666,经纬纺机
000662,天夏退
000660,*ST南华
000658,ST海洋
000653,ST九州
000627,天茂集团
000622,*ST恒立
000621,*ST比特
000618,吉林化工
000616,*ST海投
000613,东海A退
000611,天首退
000606,顺利退
000602,金马集团
000594,国恒退
000588,PT粤金曼
000587,*ST金洲
000585,东电退
000584,*ST工智
000583,S*ST托普
000578,盐湖集团
000569,长城股份
000562,宏源证券
000556,PT南洋
000549,S湘火炬
000542,TCL通讯
000540,*ST中天
000535,*ST猴王
000527,美的电器
000522,白云山A
000515,攀渝钛业
000511,烯碳退
000508,琼民源A
000502,绿景退
000418,小天鹅A
000416,*ST民控
000413,ST旭电
000412,ST五环
000406,石油大明
000405,ST鑫光
000150,*ST宜康
000047,ST中侨
000046,*ST泛海
000040,*ST旭蓝
000038,大通退
000033,新都退
000024,招商地产
000023,*ST深天
000018,神城A退
000015,PT中浩A
000013,*ST石化A
000005,ST星源
000003,PT金田A
